,study_hours_per_day,sleep_hours,stress_level,focus_score,productivity_score
6836,0.85,3.88,8,67,22.0
6837,9.68,6.46,5,58,63.17
6838,8.78,4.11,5,51,51.8
6839,9.55,3.27,4,76,60.08
6840,7.29,4.49,7,56,53.1
6841,0.76,6.25,4,98,44.6
6842,9.35,8.21,2,75,88.94
6843,4.5,4.86,3,53,31.99
6844,4.0,7.8,1,30,50.77
6845,3.2,9.04,10,34,26.97
6846,3.22,4.89,2,60,47.11
6847,8.11,6.66,8,37,39.57
6848,2.94,5.87,6,72,41.18
6849,2.61,3.19,7,60,24.29
6850,7.13,5.74,6,98,74.99
6851,3.23,5.64,6,89,54.57
6852,0.62,7.35,9,83,39.63
6853,9.35,9.07,2,99,93.66
6854,3.48,7.7,1,39,42.45
6855,7.76,5.49,4,31,57.27
6856,4.96,6.14,1,71,51.02
6857,1.77,9.21,10,44,35.34
6858,6.79,7.47,8,41,41.68
6859,2.7,5.73,10,96,37.41
6860,3.24,7.2,8,83,43.24
6861,0.81,7.51,8,48,26.76
6862,0.66,6.38,9,94,41.01
6863,5.38,9.06,8,55,53.05
6864,1.05,8.69,7,71,30.08
6865,2.49,6.67,10,46,31.7
6866,9.28,9.71,7,87,76.13
6867,1.29,9.67,8,74,48.34
6868,3.26,9.76,8,57,38.76
6869,7.4,4.54,4,99,72.33
6870,8.9,3.72,4,51,51.5
6871,0.94,7.33,2,72,38.92
6872,2.26,8.09,1,38,43.21
6873,4.18,5.15,6,78,45.43
6874,3.93,6.76,10,77,50.83
6875,3.24,7.54,10,44,30.43
6876,2.8,6.24,1,37,39.88
6877,3.05,6.79,8,53,32.69
6878,1.77,3.53,9,44,10.13
6879,2.05,9.96,2,37,34.46
6880,6.26,5.65,4,51,50.19
6881,3.28,4.44,7,30,22.95
6882,4.3,6.36,2,55,34.4
6883,4.41,5.22,9,69,44.57
6884,1.54,5.74,3,76,32.94
6885,8.29,6.94,4,81,78.34
6886,9.59,4.95,6,78,57.65
6887,3.0,7.67,3,93,53.97
6888,3.3,6.02,7,51,43.33
6889,7.08,3.59,3,89,70.1
6890,1.27,9.21,5,32,40.67
6891,9.12,6.34,3,72,62.18
6892,1.65,9.46,5,31,36.07
6893,7.45,5.66,5,81,57.76
6894,3.27,6.8,8,52,33.45
6895,3.57,9.11,5,84,48.43
6896,1.84,6.24,2,48,25.82
6897,6.64,7.43,9,88,64.29
6898,8.05,4.73,5,77,61.53
6899,9.53,4.67,3,36,51.77
6900,3.65,6.8,2,94,55.56
6901,6.4,7.29,1,55,63.45
6902,4.44,7.59,10,35,36.41
6903,5.8,8.38,5,60,45.47
6904,2.05,9.46,3,69,40.4
6905,6.03,4.68,3,92,66.94
6906,8.57,7.34,10,75,64.04
6907,8.7,6.1,2,93,84.44
6908,5.09,3.62,8,34,16.17
6909,2.74,6.17,3,62,38.42
6910,8.45,8.53,2,31,54.53
6911,9.99,3.55,2,63,64.83
6912,4.08,7.24,7,61,34.41
6913,9.28,5.87,3,32,52.87
6914,9.84,7.58,6,60,82.46
6915,4.26,8.75,5,59,60.6
6916,7.3,6.79,5,86,76.47
6917,6.02,5.13,3,67,51.86
6918,7.36,3.63,9,95,65.25
6919,1.96,5.02,8,59,17.0
6920,3.98,5.55,4,92,58.37
6921,1.1,7.49,3,30,34.34
6922,6.33,5.72,10,58,50.83
6923,9.3,5.82,4,41,56.19
6924,5.82,5.03,10,73,54.34
6925,1.17,5.54,5,73,30.84
6926,9.34,4.86,9,35,55.1
6927,1.76,8.14,6,69,36.6
6928,8.89,9.88,4,47,80.27
6929,7.29,8.14,1,40,67.28
6930,6.55,3.52,9,34,31.05
6931,6.08,7.43,9,72,58.34
6932,1.75,7.92,3,93,46.16
6933,5.26,8.45,6,81,61.43
6934,2.37,8.34,2,40,42.99
6935,5.93,6.56,1,98,61.27
6936,4.75,4.84,4,38,28.93
6937,6.96,3.84,1,74,71.1
6938,9.83,3.06,8,80,62.93
6939,3.93,3.01,9,53,22.17
6940,6.36,9.55,5,89,82.23
6941,8.71,7.26,7,78,61.55
6942,1.38,7.02,10,40,15.04
6943,8.1,5.64,10,77,67.94
6944,2.77,8.59,4,62,57.92
6945,5.63,4.54,1,79,54.22
6946,9.92,8.17,3,65,82.61
6947,9.85,5.54,1,31,54.8
6948,3.5,7.95,4,90,61.37
6949,1.75,7.94,8,75,31.94
6950,9.41,5.21,5,37,44.15
6951,8.99,9.54,1,65,79.61
6952,6.35,6.55,2,31,36.19
6953,0.81,4.8,7,69,33.87
6954,7.64,7.72,7,84,66.75
6955,2.03,8.26,8,92,45.64
6956,9.46,9.65,10,47,69.82
6957,4.63,3.51,1,91,53.98
6958,6.34,6.78,4,60,59.83
6959,3.17,6.43,2,88,58.69
6960,5.01,5.17,5,47,33.51
6961,7.67,8.37,4,52,66.63
6962,5.17,4.36,2,64,55.88
6963,8.55,5.29,9,68,59.99
6964,7.27,8.36,7,38,48.92
6965,1.23,6.34,9,73,38.33
6966,6.26,3.95,6,66,46.43
6967,6.32,9.26,6,51,66.64
6968,4.12,8.12,5,84,55.01
6969,3.57,6.94,4,88,49.86
6970,1.1,7.27,2,40,27.54
6971,4.74,7.38,2,64,51.2
6972,3.7,6.5,6,64,39.99
6973,9.54,8.21,9,88,73.56
6974,6.9,8.01,3,85,80.04
6975,4.87,3.02,5,46,34.31
6976,7.67,3.77,2,44,41.05
6977,7.9,3.18,9,51,40.53
6978,5.06,4.18,7,86,59.93
6979,1.22,3.51,7,56,22.51
6980,7.92,4.36,8,98,65.81
6981,1.36,6.77,6,57,18.4
6982,8.55,7.69,2,86,77.56
6983,3.67,9.43,2,61,55.21
6984,6.56,8.18,1,74,64.14
6985,7.53,3.22,9,96,62.93
6986,0.83,6.28,1,39,31.52
6987,4.15,7.73,5,95,55.59
6988,6.24,5.21,8,41,44.11
6989,8.56,5.58,2,80,65.96
6990,7.32,8.62,4,48,53.65
6991,9.01,3.33,8,85,60.91
6992,1.29,6.78,5,43,26.52
6993,1.18,8.63,8,54,27.2
6994,7.28,8.58,5,79,65.28
6995,4.29,3.84,2,82,49.68
6996,5.08,8.91,10,94,56.69
6997,6.24,3.54,9,91,51.54
6998,9.87,9.47,10,86,73.3
6999,1.14,4.51,9,89,40.09
7000,1.53,3.81,7,79,36.79
7001,8.38,3.52,10,41,40.55
7002,0.69,5.4,10,41,21.67
7003,4.78,5.44,2,57,43.38
7004,7.85,6.68,2,49,72.01
7005,2.36,8.13,1,78,55.93
7006,2.28,6.57,3,75,44.64
7007,3.45,9.85,10,39,42.51
7008,1.93,4.47,7,91,28.88
7009,6.95,4.47,3,37,45.57
7010,2.4,7.93,10,38,24.48
7011,2.66,5.2,1,61,40.9
7012,5.96,4.2,9,53,32.61
7013,9.69,8.55,9,69,73.27
7014,9.18,4.58,4,59,52.44
7015,8.71,8.24,8,32,60.34
7016,5.54,4.45,1,62,59.34
7017,3.33,9.58,8,74,55.93
7018,7.2,5.07,3,85,63.31
7019,4.2,8.25,10,71,49.53
7020,7.89,8.89,3,76,84.31
7021,0.65,3.86,5,96,26.82
7022,5.53,3.48,7,44,38.38
7023,3.7,7.19,5,42,41.14
7024,2.87,7.34,2,96,60.18
7025,6.79,7.36,4,98,66.03
7026,6.75,6.19,8,96,57.11
7027,0.85,9.54,3,34,33.78
7028,9.5,7.84,10,33,63.14
7029,3.94,3.52,2,65,46.07
7030,9.22,8.5,7,73,81.72
7031,6.05,4.93,4,93,71.53
7032,6.7,8.06,8,91,73.26
7033,9.62,3.41,7,54,56.6
7034,8.31,8.37,3,91,73.61
7035,1.83,6.8,8,49,39.4
7036,0.55,8.05,6,50,24.67
7037,3.43,6.46,6,72,39.27
7038,5.14,8.61,6,56,57.3
7039,7.46,9.63,4,98,67.4
7040,6.78,8.2,3,34,51.06
7041,3.47,8.21,5,54,50.61
7042,5.65,4.52,6,68,55.52
7043,6.68,5.48,2,76,62.47
7044,5.38,3.88,6,84,51.12
7045,7.05,6.73,4,61,61.64
7046,5.11,6.13,4,89,61.38
7047,5.53,5.06,1,58,54.0
7048,9.44,3.48,6,51,57.42
7049,4.2,9.52,10,57,44.25
7050,7.68,7.24,3,46,64.01
7051,3.68,5.27,3,46,32.3
7052,3.65,5.43,4,51,33.37
7053,9.3,5.77,9,94,64.48
7054,7.14,8.68,2,31,63.06
7055,9.33,4.47,10,47,54.79
7056,9.95,9.0,8,94,75.78
7057,0.5,5.18,1,99,47.09
7058,9.84,9.1,2,34,73.77
7059,1.46,9.27,2,40,31.13
7060,1.17,7.88,9,47,40.25
7061,7.79,9.26,1,91,88.41
7062,3.83,8.23,5,36,41.84
7063,9.22,4.01,2,35,52.71
7064,5.67,9.69,10,30,54.95
7065,4.17,4.33,3,87,46.13
7066,1.2,6.46,6,77,46.14
7067,4.91,5.68,1,75,43.82
7068,3.14,5.44,9,64,34.56
7069,1.23,8.49,1,81,53.1
7070,6.87,5.04,7,95,63.54
7071,9.78,6.76,2,51,67.06
7072,4.1,5.36,9,59,44.63
7073,3.32,9.25,4,67,52.57
7074,1.35,4.09,1,98,33.65
7075,2.62,4.23,1,68,39.29
7076,3.21,3.78,8,67,33.28
7077,3.77,8.3,7,54,40.16
7078,6.52,4.13,5,78,52.18
7079,1.59,6.73,1,95,37.87
7080,1.06,8.37,8,46,22.23
7081,9.34,3.81,7,59,62.77
7082,8.09,9.51,5,41,64.75
7083,3.14,4.99,3,93,57.5
7084,6.57,8.55,7,91,68.45
7085,6.13,8.55,1,41,56.8
7086,7.56,5.44,10,51,45.63
7087,8.66,6.85,10,82,71.98
7088,3.9,7.42,3,67,40.89
7089,6.78,5.91,9,66,62.49
7090,8.12,5.51,9,76,59.18
7091,7.14,8.96,2,38,61.17
7092,9.26,4.41,10,40,48.45
7093,5.2,8.56,10,42,50.24
7094,8.13,4.43,3,90,69.27
7095,9.14,7.9,10,90,75.98
7096,5.79,5.01,6,53,33.74
7097,0.66,9.49,4,97,45.8
7098,8.27,7.24,4,31,58.83
7099,8.54,6.73,4,92,69.99
7100,4.3,5.07,8,76,34.86
7101,2.68,6.56,9,34,18.43
7102,9.79,3.46,3,70,71.56
7103,5.74,4.0,8,65,44.4
7104,5.4,5.07,1,99,62.23
7105,9.49,9.64,1,89,90.65
7106,4.38,6.28,7,35,32.98
7107,8.56,5.8,9,31,45.09
7108,7.16,8.41,4,66,61.47
7109,9.69,7.86,1,77,91.51
7110,4.57,7.65,6,83,49.8
7111,9.12,7.24,10,47,53.52
7112,5.9,3.91,8,77,47.15
7113,5.02,5.73,2,88,51.64
7114,3.4,9.31,7,52,50.84
7115,5.75,9.72,10,51,48.89
7116,5.94,6.03,3,77,62.32
7117,9.03,3.01,5,77,65.67
7118,7.19,6.5,6,97,65.54
7119,8.35,4.59,10,35,34.06
7120,7.81,4.32,4,78,66.41
7121,3.13,4.99,4,54,27.05
7122,2.46,3.86,9,93,40.11
7123,2.96,3.32,9,98,31.23
7124,1.89,6.11,7,60,27.58
7125,4.17,4.84,6,82,44.14
7126,6.71,4.79,10,77,45.92
7127,5.6,4.55,2,86,65.19
7128,6.95,6.48,3,37,55.84
7129,3.88,8.13,3,97,69.03
7130,2.45,7.6,9,74,31.95
7131,2.43,9.83,2,91,65.97
7132,6.21,9.4,1,32,62.86
7133,2.06,5.92,2,72,31.42
7134,4.27,8.69,8,43,48.96
7135,2.52,4.29,9,43,18.07
7136,6.8,4.49,10,32,32.17
7137,6.35,7.91,6,55,50.75
7138,4.12,4.52,5,60,34.4
7139,1.72,6.16,5,69,43.63
7140,2.51,5.25,1,44,43.19
7141,4.99,4.63,4,87,58.56
7142,9.73,4.08,3,55,65.85
7143,3.07,7.28,6,77,42.89
7144,2.32,3.39,6,65,16.78
7145,2.6,7.92,1,92,60.68
7146,7.23,9.26,10,78,68.85
7147,9.19,5.4,10,73,53.77
7148,1.21,5.89,10,37,18.56
7149,7.62,7.13,5,50,47.02
7150,5.2,7.66,7,32,31.25
7151,8.34,6.81,7,42,46.29
7152,4.5,7.83,7,38,35.34
7153,0.55,8.66,9,62,33.05
7154,6.99,9.93,8,31,58.93
7155,8.18,5.75,7,98,60.68
7156,9.07,7.09,1,47,63.83
7157,5.91,5.63,7,77,46.95
7158,1.66,4.67,3,35,18.27
7159,4.01,9.98,1,86,70.28
7160,7.95,3.1,9,72,46.77
7161,5.2,3.45,1,97,53.45
7162,7.14,7.08,1,77,63.41
7163,0.54,7.97,8,55,29.9
7164,1.19,8.1,9,51,20.76
7165,6.97,7.92,8,35,54.38
7166,3.26,8.52,6,74,60.23
7167,4.19,8.21,7,42,35.58
7168,6.6,6.82,8,58,45.26
7169,1.56,6.29,9,83,43.36
7170,8.41,8.04,5,55,65.47
7171,1.87,8.13,7,91,40.04
7172,7.47,5.33,9,67,56.2
7173,3.28,3.02,9,30,9.24
7174,2.97,5.2,9,91,30.61
7175,8.3,6.74,2,86,66.04
7176,5.75,6.68,4,70,53.39
7177,2.45,5.66,10,68,29.75
7178,0.52,9.53,2,75,38.88
7179,9.74,6.33,8,38,56.76
7180,4.6,3.97,7,89,51.24
7181,4.28,4.35,8,71,35.08
7182,0.98,3.66,2,78,23.91
7183,9.0,4.88,1,59,68.33
7184,1.84,5.13,10,94,45.36
7185,3.69,5.34,10,61,33.04
7186,4.5,8.85,9,48,50.78
7187,8.2,8.36,8,75,55.12
7188,3.91,6.47,5,78,54.46
7189,5.55,6.11,1,66,64.31
7190,4.57,5.65,5,88,55.25
7191,3.46,3.09,4,82,50.04
7192,9.49,9.44,9,49,66.35
7193,8.07,5.04,9,31,41.34
7194,2.16,8.89,5,56,43.49
7195,5.77,8.19,8,58,46.68
7196,8.07,3.8,4,42,45.71
7197,6.01,5.19,2,63,59.32
7198,5.19,6.39,8,96,54.25
7199,1.18,4.84,8,92,44.85
7200,1.51,5.81,7,43,21.82
7201,2.83,4.98,9,74,41.16
7202,5.38,7.45,8,93,60.26
7203,9.88,5.52,10,58,58.99
7204,8.12,5.42,10,79,51.05
7205,1.55,4.9,6,44,26.18
7206,7.31,8.61,9,73,69.59
7207,8.2,7.52,7,59,57.58
7208,4.44,8.05,6,60,41.97
7209,3.64,5.76,6,73,53.04
7210,6.05,8.88,7,32,45.28
7211,5.43,5.91,1,95,61.61
7212,3.02,4.24,5,44,20.55
7213,4.28,6.57,4,31,35.68
7214,5.67,6.11,9,46,39.53
7215,6.01,3.64,4,71,48.92
7216,5.55,7.64,8,92,62.26
7217,8.54,8.68,9,45,58.88
7218,0.8,5.49,3,64,30.39
7219,3.66,8.31,6,42,47.01
7220,7.62,7.1,1,76,73.43
7221,6.69,4.91,9,82,55.59
7222,9.22,5.41,1,46,66.96
7223,6.09,9.62,9,90,77.61
7224,6.56,4.51,3,30,45.98
7225,7.2,4.06,2,65,64.68
7226,2.27,3.53,9,88,33.13
7227,7.66,9.13,7,97,81.59
7228,3.35,7.7,1,94,49.2
7229,4.53,3.82,8,49,42.7
7230,0.63,8.36,3,80,44.6
7231,8.51,7.41,7,55,58.57
7232,9.56,9.9,2,56,83.96
7233,1.07,6.58,4,40,19.26
7234,6.53,6.61,4,99,65.82
7235,9.63,4.74,5,88,77.83
7236,6.27,4.34,9,50,32.21
7237,8.08,8.13,1,88,83.09
7238,1.62,5.61,3,72,35.6
7239,2.83,8.07,4,91,58.45
7240,3.78,8.42,5,32,49.16
7241,9.82,9.32,3,68,93.24
7242,7.93,5.99,8,42,51.61
7243,8.91,3.67,4,32,43.54
7244,5.13,3.15,4,61,43.72
7245,7.31,5.04,4,44,36.53
7246,7.45,9.53,7,72,65.86
7247,5.9,8.23,2,72,63.39
7248,8.84,6.91,6,41,58.67
7249,2.0,4.68,2,64,32.55
7250,1.05,7.99,10,92,46.88
7251,3.39,8.19,8,40,25.71
7252,1.34,4.61,6,63,18.21
7253,1.07,7.96,4,58,39.69
7254,4.48,3.84,7,74,33.3
7255,2.4,3.71,5,90,47.87
7256,8.01,3.39,7,37,47.01
7257,6.01,8.67,3,72,72.3
7258,3.93,4.89,4,69,51.84
7259,3.22,7.23,10,90,46.92
7260,5.85,4.01,7,88,56.32
7261,4.62,6.1,2,63,47.99
7262,1.03,3.19,6,45,17.21
7263,6.82,9.02,9,42,54.79
7264,5.25,6.78,4,83,48.5
7265,3.13,9.23,1,80,53.7
7266,3.26,6.27,10,74,38.68
7267,4.8,5.21,1,53,48.32
7268,8.36,5.81,6,82,68.88
7269,4.52,4.71,6,57,28.13
7270,8.48,9.2,10,86,78.07
7271,4.54,5.07,7,67,44.23
7272,8.38,5.05,9,95,65.84
7273,9.35,7.42,1,48,64.79
7274,0.7,3.86,1,86,28.36
7275,1.09,4.53,5,78,43.08
7276,1.77,6.01,9,93,41.57
7277,1.66,4.28,5,72,20.49
7278,4.82,4.8,10,33,29.95
7279,7.76,7.9,8,93,73.0
7280,9.63,4.96,3,72,81.96
7281,4.47,7.46,7,76,52.2
7282,7.04,6.46,3,99,65.03
7283,6.54,8.37,7,69,60.19
7284,4.24,8.26,5,64,39.58
7285,7.35,4.38,9,73,54.05
7286,6.12,9.6,4,93,65.94
7287,7.72,8.62,1,59,72.7
7288,2.34,6.73,3,44,30.55
7289,3.92,6.92,5,74,41.62
7290,6.88,8.8,4,85,67.08
7291,1.69,6.39,5,45,38.36
7292,7.82,6.35,8,75,54.69
7293,1.77,7.41,1,64,44.66
7294,3.58,3.62,2,31,38.06
7295,2.76,7.07,5,44,28.09
7296,1.08,4.57,4,42,17.14
7297,3.07,3.82,1,42,31.71
7298,9.16,8.71,2,47,67.7
7299,0.76,5.67,4,48,28.71
7300,0.66,6.52,2,88,36.89
7301,7.19,5.05,2,58,51.14
7302,3.99,3.22,7,81,38.17
7303,2.68,6.1,4,93,42.36
7304,5.33,8.25,3,91,79.43
7305,3.03,8.31,2,69,56.43
7306,4.22,9.45,8,82,56.24
7307,7.3,8.88,3,63,62.74
7308,1.61,9.88,8,73,40.19
7309,9.62,7.0,1,56,69.29
7310,0.9,3.36,9,67,23.68
7311,8.16,9.04,9,38,56.1
7312,7.38,9.66,9,67,62.78
7313,3.18,6.25,3,68,45.75
7314,1.62,3.8,2,32,9.59
7315,8.6,3.17,2,41,47.48
7316,6.96,7.29,10,98,58.3
7317,3.26,7.67,2,37,32.97
7318,0.66,3.11,2,33,8.84
7319,9.42,9.64,6,57,73.64
7320,4.34,6.8,4,91,65.0
7321,2.17,7.29,5,64,33.6
7322,9.16,6.95,6,89,79.79
7323,3.91,5.22,6,89,43.07
7324,4.9,9.3,5,39,57.09
7325,7.14,3.03,7,31,46.94
7326,8.28,8.23,6,36,61.06
7327,1.45,5.53,9,62,24.89
7328,9.04,4.33,4,84,55.8
7329,9.36,6.05,1,69,64.01
7330,2.96,4.39,8,87,33.61
7331,5.23,9.08,10,50,37.07
7332,8.65,8.57,10,50,60.14
7333,5.13,9.0,9,94,67.47
7334,5.08,8.85,9,85,64.48
7335,6.38,8.77,3,73,63.34
7336,7.79,7.07,5,97,69.38
7337,6.82,9.31,4,94,71.87
7338,6.45,3.41,1,60,45.89
7339,4.03,5.0,8,97,44.16
7340,6.49,4.49,9,77,57.14
7341,1.48,3.85,10,44,20.47
7342,4.39,3.04,4,42,33.96
7343,2.29,5.82,10,64,32.52
7344,5.61,8.07,10,54,50.82
7345,2.99,7.51,3,52,45.14
7346,5.31,7.56,5,81,56.32
7347,7.88,9.22,6,56,60.35
7348,4.62,9.7,5,78,56.4
7349,2.58,7.76,4,31,35.6
7350,2.62,3.59,3,94,35.26
7351,9.11,7.74,5,54,61.54
7352,7.92,6.88,2,99,79.6
7353,0.85,3.45,8,70,28.32
7354,9.46,4.8,9,43,60.74
7355,1.57,4.66,1,92,45.11
7356,6.7,8.41,7,67,61.34
7357,5.74,5.42,7,67,52.48
7358,0.94,6.5,9,35,16.93
7359,3.3,8.5,2,40,53.95
7360,7.87,9.56,9,53,53.73
7361,3.42,6.77,10,48,36.86
7362,5.06,6.89,10,32,41.53
7363,7.13,3.67,1,89,73.29
7364,1.18,6.46,2,66,45.19
7365,8.41,7.81,7,70,68.2
7366,0.9,4.32,3,51,23.4
7367,2.99,3.78,2,74,41.3
7368,7.75,9.04,1,52,73.03
7369,9.16,3.8,9,94,59.24
7370,7.72,9.39,4,92,85.63
7371,2.66,4.92,1,66,34.14
7372,9.86,5.31,4,67,65.74
7373,4.43,6.68,4,92,52.23
7374,4.08,4.32,8,72,38.28
7375,8.72,7.82,9,74,62.04
7376,1.13,6.67,2,84,37.31
7377,5.78,9.62,6,68,64.74
7378,9.67,9.38,3,45,71.36
7379,1.45,8.39,6,39,27.12
7380,5.64,4.29,6,34,30.13
7381,1.76,4.5,1,49,37.97
7382,8.95,4.88,9,51,61.47
7383,6.08,8.84,9,59,58.51
7384,2.73,7.54,6,87,50.12
7385,3.42,4.23,6,53,24.66
7386,5.41,6.21,5,79,48.3
7387,7.39,9.82,5,94,71.65
7388,5.13,8.13,3,88,57.86
7389,2.3,9.54,8,53,39.15
7390,7.23,8.66,9,63,52.0
7391,1.62,8.08,4,74,33.25
7392,8.19,8.81,2,76,76.9
7393,4.26,7.85,2,73,57.6
7394,6.7,6.97,6,72,54.98
7395,3.77,8.15,6,67,43.48
7396,6.86,4.61,3,32,33.44
7397,8.95,6.43,2,47,66.27
7398,7.16,9.66,1,76,83.2
7399,6.88,8.66,5,43,61.43
7400,7.7,9.48,9,78,62.95
7401,5.25,9.77,3,86,75.59
7402,2.59,7.11,1,80,49.82
7403,8.25,4.37,9,59,60.0
7404,6.66,8.19,1,87,71.02
7405,3.48,3.05,10,33,28.3
7406,3.12,3.62,6,30,29.74
7407,5.25,5.0,7,86,59.59
7408,2.47,3.11,1,84,30.8
7409,8.84,7.78,1,72,66.24
7410,7.99,8.72,5,51,68.85
7411,3.43,8.28,2,49,48.43
7412,0.97,4.01,8,90,35.75
7413,0.99,8.63,10,86,29.75
7414,3.32,8.8,10,78,38.08
7415,1.9,3.68,7,91,30.74
7416,8.8,6.45,6,82,71.36
7417,4.5,7.82,3,32,45.75
7418,3.81,5.85,6,74,53.58
7419,2.57,9.22,10,67,54.21
7420,8.49,6.7,9,87,75.51
7421,8.03,3.85,6,70,42.64
7422,4.15,6.71,6,83,41.54
7423,2.11,7.04,8,49,39.99
7424,9.54,9.68,8,97,82.59
7425,3.5,5.95,4,94,45.85
7426,7.83,9.25,9,62,67.94
7427,4.9,5.24,8,66,35.02
7428,7.93,6.17,8,44,58.54
7429,5.08,7.73,1,43,57.65
7430,9.29,9.2,7,54,77.82
7431,8.1,8.42,2,52,61.09
7432,2.97,4.09,1,66,31.87
7433,4.59,4.36,6,52,47.66
7434,1.46,3.48,7,78,23.79
7435,9.08,7.35,2,89,85.63
7436,1.16,6.08,8,31,18.31
7437,0.67,9.13,8,57,35.61
7438,5.22,9.93,6,31,57.38
7439,6.23,9.15,10,79,62.43
7440,2.62,3.33,2,76,37.43
7441,5.92,9.61,5,61,68.55
7442,9.01,3.72,3,35,47.14
7443,6.45,6.13,5,66,51.72
7444,4.83,5.08,8,73,53.99
7445,1.87,4.1,8,85,24.03
7446,2.1,4.2,1,56,32.59
7447,5.1,5.42,10,42,31.49
7448,4.9,3.18,9,41,29.91
7449,5.46,3.45,1,72,41.81
7450,5.32,8.0,2,79,67.8
7451,3.74,7.38,8,39,27.87
7452,7.11,3.7,1,78,52.71
7453,2.52,6.03,4,78,38.74
7454,8.6,7.25,10,97,78.07
7455,2.35,3.68,9,58,25.71
7456,4.45,9.8,3,88,59.25
7457,2.5,8.94,5,45,38.54
7458,6.38,4.59,7,89,56.42
7459,5.04,6.63,9,72,42.05
7460,4.06,6.55,7,99,42.88
7461,5.01,5.34,8,62,43.39
7462,4.5,8.32,1,48,58.3
7463,8.62,7.61,5,36,56.33
7464,1.68,9.05,4,52,48.52
7465,8.04,3.04,9,87,64.36
7466,6.73,7.23,1,43,60.96
7467,3.81,9.95,2,60,61.11
7468,9.23,8.52,4,71,75.12
7469,2.18,5.41,5,91,52.06
7470,3.45,4.09,8,72,31.97
7471,4.06,6.0,10,31,24.91
7472,6.65,5.97,6,55,55.57
7473,9.49,7.1,2,82,87.48
7474,6.14,3.46,8,62,54.36
7475,8.63,5.71,7,38,52.88
7476,9.1,8.98,2,65,85.47
7477,4.93,7.51,6,76,52.22
7478,4.99,6.04,5,46,46.2
7479,2.87,5.17,10,72,24.34
7480,6.22,4.96,1,90,66.61
7481,1.64,8.24,10,41,29.36
7482,6.53,6.0,5,96,71.23
7483,8.98,4.72,9,62,55.92
7484,7.73,8.69,3,52,56.26
7485,6.67,4.86,3,79,61.94
7486,8.46,3.45,9,45,50.32
7487,7.43,6.84,2,68,70.18
7488,5.53,4.95,5,68,52.03
7489,5.45,3.03,1,58,57.6
7490,1.52,6.51,7,94,49.28
7491,4.63,9.26,5,63,61.4
7492,5.46,7.51,1,58,63.13
7493,4.96,3.13,8,40,29.52
7494,7.87,5.65,6,34,51.59
7495,2.03,4.73,10,44,19.21
7496,8.05,7.69,9,40,53.56
7497,7.55,6.2,8,73,67.61
7498,9.06,4.21,2,91,68.71
7499,4.05,6.19,3,71,51.57
7500,2.18,9.52,2,48,46.83
7501,7.71,5.88,4,62,60.07
7502,6.09,9.09,8,69,53.39
7503,7.27,6.33,10,71,46.15
7504,9.97,8.3,2,72,79.56
7505,2.35,8.5,10,67,34.89
7506,4.4,8.33,4,79,62.04
7507,2.33,7.47,7,35,34.92
7508,8.68,9.67,2,80,90.26
7509,0.66,9.5,5,50,42.4
7510,1.78,5.12,4,41,31.54
7511,2.85,7.86,8,41,26.69
7512,7.83,7.65,6,30,62.29
7513,6.47,4.4,8,43,46.31
7514,4.19,4.86,9,78,31.56
7515,2.01,5.18,5,54,38.66
7516,3.56,5.32,7,60,30.73
7517,7.56,8.98,9,44,65.87
7518,4.13,8.3,6,82,58.47
7519,4.89,8.65,4,52,50.15
7520,6.28,9.39,4,32,56.7
7521,9.17,6.6,9,61,62.09
7522,2.88,8.85,10,54,37.4
7523,4.76,7.87,3,48,39.58
7524,3.45,6.25,6,38,23.69
7525,4.93,4.36,7,88,50.88
7526,7.12,6.01,8,48,55.16
7527,5.08,4.45,3,75,49.11
7528,8.43,5.01,5,34,53.55
7529,5.76,4.98,7,71,44.44
7530,4.16,8.33,7,71,48.97
7531,7.93,6.55,10,80,69.69
7532,4.6,8.55,10,34,32.2
7533,5.4,9.14,5,38,58.06
7534,9.95,7.28,5,98,94.33
7535,7.97,5.85,6,58,55.1
7536,8.62,9.0,7,33,55.19
7537,6.13,6.97,5,30,51.36
7538,3.81,9.0,9,49,34.27
7539,9.92,4.86,4,80,77.51
7540,2.82,6.96,6,66,52.36
7541,8.79,4.48,7,88,54.71
7542,9.16,7.89,3,32,56.57
7543,8.27,7.11,8,87,78.44
7544,1.58,6.89,2,65,32.98
7545,8.61,7.47,10,34,51.23
7546,6.81,5.63,10,95,67.44
7547,6.97,4.34,10,60,41.66
7548,7.97,8.64,6,69,62.41
7549,5.16,5.69,10,65,47.35
7550,3.04,9.92,6,65,37.26
7551,5.96,6.37,8,43,46.89
7552,1.53,6.43,2,62,44.88
7553,6.91,7.74,1,31,50.24
7554,5.09,7.67,8,66,45.89
7555,5.27,4.26,5,44,35.96
7556,2.27,4.91,7,74,29.57
7557,0.89,4.62,10,93,28.08
7558,6.31,3.37,3,50,36.16
7559,6.76,3.16,4,41,29.82
7560,5.23,7.51,7,35,51.55
7561,7.77,6.49,3,58,60.7
7562,5.86,9.26,7,56,64.7
7563,8.56,5.11,5,64,62.23
7564,3.24,8.51,8,80,53.24
7565,2.81,3.72,7,92,33.11
7566,2.98,8.72,2,86,57.48
7567,0.79,9.45,6,87,44.55
7568,9.06,7.39,6,40,58.45
7569,9.99,8.15,5,96,80.84
7570,8.26,9.91,6,88,80.64
